"id","latitude","longitude","addr:city","addr:country","addr:district","addr:full","addr:housename","addr:housenumber","addr:interpolation","addr:number","addr:postcode","addr:street","addr:street:source","alcohol","alt_name","amenity","artwork_type","atm","bicycle:repair","books","brand","building","car_repair","clothes","contact:email","contact:facebook","contact:website","craft","created_by","cuisine","description","designation","diaper","diet:gluten_free","dispensing","distillery","disused:amenity","disused:name","disused:shop","doityourself","email","facebook","fair_trade","fax","fee","female","fhrs:id","fish","from","gallery","healthcare","healthcare:speciality","lawyer","leisure","level","male","massage","medical_system","music","music_genre","name","note","office","old_name","old_old_name","opening_hours","opening_hours:url","operator","organic","payment:bitcoin","phone","religion","rental","repair","retail","roof:levels","second_hand","self_service","service","service:bicycle:rental","service:bicycle:repair","service:bicycle:retail","service:bicycle:second_hand","shop","source","source:shop","tailor:alteration_service","toilets:wheelchair","tourism","trade","twitter","type","uk_postcode_centroid","unisex","url","vending","web","website","wheelchair","wheelchair:description","wholesale"
"node/3129493494",55.9546265,-3.1975347,,,,,,"107",,,,"Hanover Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Samsung support centre",,,,,,,,,,,,,,,,,,,,,,,"electronics","survey",,,,,,,,,,,,,,,,
"node/3129493500",55.9539378,-3.1999912,,,,,,"63",,,,"Thistle Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"eyes",,,,,,,,,,,,,,,,,,,,,,,"optician","survey",,,,,,,,,,,,,,,,
"node/3129493501",55.9547082,-3.197577,,,,,,"113",,,,"Hanover Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ishi",,,,,,,,,,,,,,,,,,,,,,,"hairdresser","survey",,,,,,,,,,,,,"http://www.ishisalon.co.uk/",,,
"node/3135328738",55.9706273,-3.1711684,,,,,,"181",,,,"Constitution Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Afreen",,,,,,,,,,,,,,,,,,,,,,,"beauty","survey",,,,,,,,,,,,,,,,
"node/3135437648",55.9606576,-3.1716248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"enquiries@cityrepairs.com",,,,,,,,,,,,,,,,,,,,"City PC Repairs",,,,,,,,,,"+44 131 661 9591",,,,,,,,,,,,,"computer","survey",,,,,,,,,,,,,"http://www.cityrepairs.com/",,,
"node/3135437650",55.9613082,-3.1716278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ian Bonnyman's Auto Electrics",,,,,,,,,,"+44 131 652 1399",,,,,,,,,,,,,"car_repair",,,,,,,,,,,,,,,,,
"node/3135437651",55.9611979,-3.1718782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Privilege Detail",,,,,,,,,,,,,,,,,,,,,,,"car_repair","survey",,,,,,,,,,,,,"http://www.privilegedetail.com/",,,
"node/3135437652",55.961012,-3.1722298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Robertson's Garage",,,,,,,,,,"+44 131 652 2625",,,,,,,,,,,,,"car_repair","survey",,,,,,,,,,,,,,,,
"node/3140117967",55.9456424,-3.1909018,,,,,,"26",,,,"Forrest Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Salvation Army",,,,,,,,,,"+44 131 226 4533",,,,,,,,,,,,,"charity","survey",,,,,,,,,,,,,"http://www.salvationarmy.org.uk/",,,
"node/3141440113",55.96091,-3.1806382,,,,,,"107",,,,"Brunswick Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Feelfit Massage",,,,,,,,,,"+44 798 606 6584",,,,,,,,,,,,,"massage","survey",,,,,,,,,,,,,"http://www.feelfit-massage-therapy.co.uk/",,,
"node/3141440813",55.9589001,-3.1719708,,,,,,"23",,,,"Easter Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lothian Cat Rescue Shop",,,,,,,,,,,,,,,,,,,,,,,"charity","survey",,,,,,,,,,,,,,,,
"node/3141440817",55.9609437,-3.1806533,,,,,,"109",,,,"Brunswick Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Print Sponge",,,,,,,,,,"+44 131 261 5015",,,,,,,,,,,,,"copyshop","survey",,,,,,,,,,,,,"http://www.printsponge.com/",,,
"node/3141440818",55.9589292,-3.171964,,,,,,"25",,,,"Easter Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scot-Comp Electronics",,,,,,,,,,"+44 131 466 2652",,,,,,,,,,,,,"computer","survey",,,,,,,,,,,,,"http://scot-comp.co.uk/",,,
"node/3141440819",55.9591736,-3.1719076,,,,,,"39",,,,"Easter Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tattoo Studio",,,,,,,,,,,,,,,,,,,,,,,"tattoo","survey",,,,,,,,,,,,,,,,
"node/3141440820",55.9589845,-3.1719512,,,,,,"27-29",,,,"Easter Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Top Cellar",,,,,,,,,,,,,,,,,,,,,,,"alcohol","survey",,,,,,,,,,,,,,,,
"node/3141440821",55.9588436,-3.1719841,,,,,,"19",,,,"Easter Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Verde",,,,,,,,,,,,,,,,,,,,,,,"antiques","survey",,,,,,,,,,,,,,,,
"node/3141440822",55.9590621,-3.1719333,,,,,,"33",,,,"Easter Road",,,,,,,,,,,,,,,,"key_cutter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"XS Locksmiths",,,,,,,,,,"+44 131 661 6755",,,,,,,,,,,,,"locksmith","survey",,,,,,,,,,,,,"http://www.xslocksmiths.co.uk/",,,
"node/3141642939",55.9594042,-3.1718547,,,,,,"55",,,,"Easter Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Better Hearing Scotland",,,,,,,,,,,,,,,,,,,,,,,"hearing_aids","survey",,,,,,,,,,,,,,,,
"node/3141642940",55.9594555,-3.1718429,,,,,,"57",,,,"Easter Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cool Cuts Barbers",,,,,,,,,,,,,,,,,,,,,,,"hairdresser","survey",,,,,,,,,,,,,,,,
"node/3141642942",55.9599603,-3.1717381,,,,,,"81",,,,"Easter Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Glam",,,,,,,,,,"+44 131 623 2326",,,,,,,,,,,,,"beauty","survey",,,,,,,,,,,,,"http://www.glam-salon.co.uk/",,,
"node/3141642943",55.9593228,-3.1718733,,,,,,"49",,,,"Easter Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hairdresser",,,,,,,,,,,,,,,,,,,,,,,"hairdresser","survey",,,,,,,,,,,,,,,,
"node/3141642944",55.9598396,-3.1717681,,,,,,"75",,,,"Easter Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hard to Find Hair Studio",,,,,,,,,,"+44 131 661 2455",,,,,,,,,,,,,"hairdresser","survey",,,,,,,,,,,,,,,,
"node/3141642945",55.9595719,-3.1717981,,,,,,"63-65",,,,"Easter Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ladbrokes",,,,,,,,,,"+44 800 030 4496",,,,,,,,,,,,,"bookmaker","survey",,,,,,,,,,,,,"http://www.ladbrokes.com/",,,
"node/3141642946",55.9594882,-3.1718354,,,,,,"59",,,,"Easter Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M&S Foodstore",,,,,,,,,,,,,,,,,,,,,,,"newsagent","survey",,,,,,,,,,,,,,,,
"node/3141642947",55.9593737,-3.1718617,,,,,,"53",,,,"Easter Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mr Greg Tattoo",,,,,,,,,,"+44 131 629 1183",,,,,,,,,,,,,"tattoo","survey",,,,,,,,,,,,,,,,
"node/3141642948",55.960015,-3.1717245,,,,,,"85",,,,"Easter Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PWC Charity Shop",,,,,,,,,,,,,,,,,,,,,,,"charity","survey",,,,,,,,,,,,,,,,
"node/3147699672",55.9597294,-3.1713888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Capital Pets",,,,,,,,,,"+44 131 661 8011",,,,,,,,,,,,,"pet","survey",,,,,,,,,,,,,,,,
"node/3147699675",55.9601814,-3.1716831,,,,,,"95",,,,"Easter Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fruit o' the Toun",,,,,,,,,,,,,,,,,,,,,,,"greengrocer","survey",,,,,,,,,,,,,,,,
"node/3147699677",55.9587463,-3.1676912,,,,,,"35",,,,"Rossie Place",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"edinburgh@hh-electrical.co.uk",,,,,,,,,,,,,,,,,,,,"Holland House Electrical Supplies",,,,,,,,,,"+44 131 661 7141",,,,,,,,,,,,,"doityourself","survey",,,,,,,,,,,,,"http://www.hollandhouseelectrical.co.uk/",,,
"node/3147699695",55.9602799,-3.1716586,,,,,,"101",,,,"Easter Road",,,,,,,,,,,,,,,,"photographer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Imagina Studio Photography",,,,,,,,,,"+44 131 629 4323",,,,,,,,,,,,,"photo","survey",,,,,,,"photography",,,,,,"http://www.imaginastudio.co.uk/",,,
"node/3147699697",55.9602488,-3.1716664,,,,,,"99",,,,"Easter Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MK Smart Cut",,,,,,,,,,"+44 776 040 7386",,,,,,,,,,,,,"hairdresser","survey",,,,,,,,,,,,,,,,
"node/3147699699",55.9602078,-3.1716765,,,,,,"97",,,,"Easter Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trim & Trig Hair",,,,,,,,,,,,,,,,,,,,,,,"hairdresser","survey",,,,,,,,,,,,,,,,
"node/3148972368",55.95213,-3.2037098,,,,,,"32A",,,,"Castle Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pink",,,,,,,,,,,,,,,,,,,,,,,"clothes","survey",,,,,,,,,,,,,"http://www.thomaspink.com/",,,
"node/3152299604",55.9530797,-3.1957672,,,,,"Unit 2","19",,,,"Rose Street",,,,,,,,,,,,,,,,,,,"Gaming, computing, phones, electronics and DVDs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CeX Edinburgh",,,,,,,,,"yes",,,,,,,,,,,,,,"electronics","survey",,,,,,,,,,,,,"https://uk.webuy.com/stores/store_details.php?branchId=54#.VMM0r0eUdRc",,,
"node/3152521602",55.9514551,-3.2043696,,,,,,"182",,,,"Rose Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dance Wear",,,,,,,,,,,,,,,,,,,,,,,"clothes","survey",,,,,,,,,,,,,,,,
"node/3152521643",55.951352,-3.2049738,,,,,,"196",,,,"Rose Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mail Boxes Etc",,,,,,,,,,,,,,,,,,,,,,,"parcel","survey",,,,,,,,,,,,,"http://www.mbeedinburgh.com/",,,
"node/3152521644",55.9513768,-3.2048286,,,,,,"194",,,,"Rose Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Robert Graham","sell whisky and cigars",,,,,,,,,,,,,,,,,,,,,,"alcohol","survey",,,,,,,,,,,,,"http://www.whisky-cigars.co.uk/",,,
"node/3152521645",55.9517044,-3.2037661,,,,,,"133A",,,,"Rose Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Wax Bar",,,,,,,,,,,,,,,,,,,,,,,"beauty","survey",,,,,,,,,,,,,,,,
"node/3152958367",55.9698576,-3.1691399,,,,,,"65",,,,"Duke Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIM Computers",,,,,,,,,,,,,,,,,,,,,,,"computer","survey",,,,,,,,,,,,,,,,
"node/3152958369",55.9705345,-3.1711146,,,,,,"11",,,,"Duke Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Duke Barbers",,,,,,,,,,,,,,,,,,,,,,,"hairdresser","survey",,,,,,,,,,,,,,,,
"node/3152958370",55.9705528,-3.1711673,,,,,,"7B",,,,"Duke Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fones 2 You",,,,,,,,,,,,,,,,,,,,,,,"mobile_phone","survey",,,,,,,,,,,,,,,,
"node/3152958382",55.9699886,-3.1694916,,,,,,"47-49",,,,"Duke Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Melinda's Cake Boutique",,,,,,,,,,,,,,,,,,,,,,,"bakery","survey",,,,,,,,,,,,,,,,
"node/3154533665",55.9730927,-3.167099,,,,,,"3",,,,"John's Lane",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G.A.S. Autogas",,,,,,,,,,,,,,,,,,,,,,,"car_repair","survey",,,,,,,,,,,,,,,,
"node/3157904504",55.9540898,-3.1981026,,,,,,"20",,,,"Thistle Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Covet",,,,,,,,,,,,,,,,,,,,,,,"boutique","survey",,,,,,,,,,,,,"http://www.thoushaltcovet.com/",,,
"node/3158043740",55.9726873,-3.167995,,,,,,"111-113-115",,,,"Constitution Street",,,"Unipart Car Care Centre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alexander Latto",,,,,,,,,,"+44 131 553 2995",,,,,,,,,,,,,"car_repair","survey",,,,,,,,,,,,,,,,
"node/3158109458",55.9706848,-3.1710703,,,,,,"177",,,,"Constitution Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boneyard",,,,,,,,,,,,,,,,,,,,,,,"tattoo","survey",,,,,,,,,,,,,"http://www.boneyardtattoo.com/",,,
"node/3158109459",55.9706598,-3.171113,,,,,,"179",,,,"Constitution Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leith Florist",,,,,,,,,,,,,,,,,,,,,,,"florist","survey",,,,,,,,,,,,,"http://www.leithflowers.co.uk/",,,
"node/3158109460",55.9711993,-3.1702188,,,,,,"155-157",,,,"Constitution Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Premier Windscreens",,,,,,,,,,,,,,,,,,,,,,,"car","survey",,,,,,,,,,,,,,,,
"node/3159171572",55.9537303,-3.2011852,,,,,,"52",,,,"Frederick Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Toni and Guy",,,,,,,,,,,,,,,,,,,,,,,"hairdresser","survey",,,,,,,,,,,,,"http://toniandguy.com/",,,
"node/3164519186",55.9527501,-3.2005561,,,,,,"72-74",,,,"George Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Laing",,,,,,,,,,,,,,,,,,,,,,,"jewelry","survey",,,,,,,,,,,,,"http://www.laingsuk.com/",,,
"node/3164519187",55.9526688,-3.2010583,,,,,,"80a",,,,"George Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The East India Company",,,,,,,,,,,,,,,,,,,,,,,"tea","survey",,,,,,,,,,,,,"http://www.eicfinefoods.com/",,,
"node/3164519188",55.9524612,-3.2023403,,,,,,"94",,,,"George Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cruise",,,,,,,,,,,,,,,,,,,,,,,"clothes","survey",,,,,,,,,,,,,"http://www.cruisefashion.com/",,,
"node/3164519189",55.9524997,-3.2021026,,,,,,"90",,,,"George Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gant",,,,,,,,,,,,,,,,,,,,,,,"clothes","survey",,,,,,,,,,,,,"http://www.gant.co.uk/",,,
"node/3164519190",55.9525397,-3.2018555,,,,,,"86",,,,"George Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hackett",,,,,,,,,,,,,,,,,,,,,,,"clothes",,,,,,,,,,,,,,"http://www.hackett.com/",,,
"node/3164519191",55.9526503,-3.2011724,,,,,,"80",,,,"George Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hollister",,,,,,,,,,,,,,,,,,,,,,,"clothes","survey",,,,,,,,,,,,,"http://www.hollisterco.com/",,,
"node/3164519206",55.952375,-3.2028857,,,,,,"102",,,,"George Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tartan House",,,,,,,,,,,,,,,,,,,,,,,"clothes","survey",,,,,,,,,,,,,,,,
"node/3164519208",55.9525584,-3.2017401,,,,,,"86",,,,"George Street",,,,,,,,,,,,"outdoor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rohan",,,,,,,,,,,,,,,,,,,,,,,"outdoor","survey",,,,,,,,,,,,,"http://www.rohan.co.uk/",,,
"node/3164519209",55.952389,-3.2027864,,,,,,"100",,,,"George Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Slaters",,,,,,,,,,,,,,,,,,,,,,,"clothes","survey",,,,,,,,,,,,,"http://www.slaters.co.uk/",,,
"node/3164519210",55.9525166,-3.2019981,,,,,,"88",,,,"George Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The White Company",,,,,,,,,,,,,,,"1",,,,,,,,"clothes","survey",,,,,,,,,,,,,"http://www.thewhitecompany.com/",,,
"node/3166444933",55.952849,-3.1999809,,,,,,"70",,,,"George Street",,,"fcuk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"French Connection",,,,,,,,,,,,,,,,,,,,,,,"clothes","survey",,,,,,,,,,,,,"http://www.frenchconnection.com/",,,
"node/3166637485",55.970999,-3.1716173,,,,,,"3-4",,,,"Newkirkgate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bright House",,,,,,,,,,,,,,,,,,,,,,,"furniture","survey",,,,,,,,,,,,,,,,
"node/3166637486",55.9715525,-3.1717428,,,,,,"15",,,,"Newkirkgate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cancer Research UK",,,,,,,,,,,,,,,,,,,,,,,"charity","survey",,,,,,,,,,,,,,,,
"node/3166637487",55.971061,-3.1719242,,,,,,"39",,,,"Newkirkgate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Card Factory",,,,,,,,,,,,,,,,,,,,,,,"gift","survey",,,,,,,,,,,,,,,,
"node/3166637488",55.9718675,-3.1714527,,,,,,"13A",,,"EH6 6AD","Newkirkgate",,,"Farmfoods Leith",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Farmfoods",,,,,,,,,,,,,,,,,,,,,,,"supermarket","survey",,,,,,,,,,,,,,,,
"node/3166637489",55.9707944,-3.1714944,,,,,,"5A",,,,"Duke Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Furniture & Electrical",,,,,,,,,,,,,,,,,,,,,,,"furniture","survey",,,,,,,,,,,,,,,,
"node/3166637513",55.9709224,-3.1716615,,,,,,"2",,,,"Newkirkgate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kirkgate Barbers",,,,,,,,,,,,,,,,,,,,,,,"hairdresser","survey",,,,,,,,,,,,,,,,
"node/3166637514",55.9715502,-3.1712993,,,,,,"10-11",,,,"Newkirkgate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Peacocks",,,,,,,,,,,,,,,,,,,,,,,"clothes","survey",,,,,,,,,,,,,,,,
"node/3166637515",55.971611,-3.1717108,,,,,,"14",,,,"Newkirkgate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pound Stretcher",,,,,,,,,,,,,,,,,,,,,,,"variety_store","survey",,,,,,,,,,,,,,,,
"node/3166637516",55.9715225,-3.1717592,,,,,,"16",,,,"Newkirkgate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R S Mccoll",,,,,,,,,,,,,,,,,,,,,,,"newsagent","survey",,,,,,,,,,,,,,,,
"node/3166637518",55.971411,-3.1713796,,,,,,"7",,,,"Newkirkgate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Semichem",,,,,,,,,,,,,,,,,,,,,,,"optician","survey",,,,,,,,,,,,,,,,
"node/3166637519",55.9714545,-3.1713546,,,,,,"8-9",,,,"Newkirkgate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Semichem",,,,,,,,,,,,,,,,,,,,,,,"beauty","survey",,,,,,,,,,,,,,,,
"node/3166637520",55.9712311,-3.171841,,,,,,"36",,,,"Newkirkgate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shoe Zone",,,,,,,,,,,,,,,,,,,,,,,"shoes","survey",,,,,,,,,,,,,,,,
"node/3166637521",55.9710145,-3.1719469,,,,,,"40",,,,"Newkirkgate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Specsavers Opticians",,,,,,,,,,,,,,,,,,,,,,,"optician","survey",,,,,,,,,,,,,,,,
"node/3166637522",55.9711913,-3.1715064,,,,,,"4B",,,,"Newkirkgate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Superdrug",,,,,,,,,,,,,,,,,,,,,,,"beauty","survey",,,,,,,,,,,,,,,,
"node/3168812268",55.9751146,-3.1670369,,,,,,"34",,,,"Constitution Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beautybeba",,,,,,,,,,,,,,,,,,,,,,,"beauty","survey",,,,,,,,,,,,,,,,
"node/3168812269",55.9751836,-3.1669785,,,,,,"30",,,,"Constitution Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bishop Newsagents",,,,,,,,,,,,,,,,,,,,,,,"newsagent","survey",,,,,,,,,,,,,,,,
"node/3168812270",55.9746575,-3.1674844,,,,,,"58",,,,"Constitution Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cascal",,,,,,,,,,,,,,,,,,,,,,,"beauty","survey",,,,,,,,,,,,,"http://www.cascal.net/",,,
"node/3168812283",55.9753791,-3.167372,,,,,,"15",,,,"Bernard Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LG Beauty Clinic",,,,,,,,,,,,,,,,,,,,,,,"beauty","survey",,,,,,,,,,,,,,,,
"node/3168812284",55.9754249,-3.1674641,,,,,,"19",,,,"Bernard Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leith Print & Copy",,,,,,,,,,,,,,,,,,,,,,,"copyshop","survey",,,,,,,,,,,,,,,,
"node/3168812285",55.9753095,-3.1672319,,,,,,"9",,,,"Bernard Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Moda",,,,,,,,,,,,,,,,,,,,,,,"hairdresser","survey",,,,,,,,,,,,,,,,
"node/3168812286",55.9752567,-3.1671257,"Edinburgh",,,,,"5",,,,"Bernard Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"William Hill",,,,,,,,,,,,,,,,,,,,,,,"bookmaker","survey",,,,,,,,,,,,,,,,
"node/3170259291",55.9749838,-3.1661365,,,,,,"45",,,,"Assembly Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Keyprint Security Ltd","Security Products",,,,,,,,,,,,,,,,,,,,,,"yes","survey",,,,,,,,,,,,,,,,
"node/3170336826",55.9521649,-3.2010251,,,,,,"93",,,,"Rose Street",,,,,,,,,,,,,,,,,,,,,,,,,"fast_food","Brunch Sandwiches",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vacant","survey",,,,,,,,,,,,,,,,
"node/3170336827",55.9521792,-3.2009433,,,,,,"91",,,,"Rose Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Creative cookware",,,,,,,,,,,,,,,,,,,,,,,"kitchen","survey",,,,,,,,,,,,,"http://www.creativecookware.com/",,,
"node/3170336828",55.9519434,-3.2022935,,,,,,"125",,,,"Rose Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cute-icle nail spa",,,,,"Tu-We 10:00-18:00; Th-Fr 10:00-19:00; Sa 10:00-18:00",,,,,"+44 131 220 6633",,,,,,,,,,,,,"beauty","survey",,,,,,,,,,,,,"http://cuteicle-edinburgh.co.uk/",,,
"node/3170336829",55.9518856,-3.2026249,"Edinburgh","GB",,,,"129",,,,"Rose Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Forever Flawless",,,,,,,,,,,,,,,,,,,,,,,"beauty","survey",,,,,,,,,,,,,,,,
"node/3170337805",55.9520134,-3.2018929,,,,,,"121",,,,"Rose Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ladbrokes",,,,,,,,,,,,,,,,,,,,,,,"bookmaker","survey",,,,,,,,,,,,,"http://www.ladbrokes.com/",,,
"node/3170337809",55.9521325,-3.201211,,,,,,"99",,,,"Rose Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Palenque",,,,,,,,,,,,,,,,,,,,,,,"jewelry","survey",,,,,,,,,,,,,"http://www.palenquejewellery.co.uk/",,,
